Product Link,Product Name,Price
https://www.flipkart.com/samsung-galaxy-s23-5g-cream-128-gb/p/itmc77ff94cdf044?pid=MOBGMFFX5XYE8MZN&lid=LSTMOBGMFFX5XYE8MZNRGKCA5&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGMFFX5XYE8MZN.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)",39999.0
https://www.flipkart.com/samsung-galaxy-s23-5g-green-128-gb/p/itm7cdd081996dc8?pid=MOBGNPGYWGZAUZGK&lid=LSTMOBGNPGYWGZAUZGKLQSOT0&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGNPGYWGZAUZGK.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 5G (Green, 128 GB)",39999.0
https://www.flipkart.com/samsung-galaxy-s23-fe-mint-128-gb/p/itmfde87b854d383?pid=MOBGVTA2GRVRXVFR&lid=LSTMOBGVTA2GRVRXVFRPT6FPX&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGVTA2GRVRXVFR.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 FE (Mint, 128 GB)",31999.0
https://www.flipkart.com/samsung-galaxy-s23-fe-mint-256-gb/p/itmdb72279972171?pid=MOBGVTA2R8ZH4G3C&lid=LSTMOBGVTA2R8ZH4G3C8XDOZH&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGVTA2R8ZH4G3C.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 FE (Mint, 256 GB)",34999.0
https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-128-gb/p/itme751066521899?pid=MOBGVTA2836DQWTT&lid=LSTMOBGVTA2836DQWTTISGIME&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGVTA2836DQWTT.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)",31999.0
https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-256-gb/p/itm3dd39c0d1ec9c?pid=MOBGVTA2GWPSR57X&lid=LSTMOBGVTA2GWPSR57XIIBGXC&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGVTA2GWPSR57X.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 FE (Graphite, 256 GB)",34999.0
https://www.flipkart.com/samsung-galaxy-s23-5g-phantom-black-128-gb/p/itm1f3efe01d1c61?pid=MOBGNPGZVX4PCTTF&lid=LSTMOBGNPGZVX4PCTTFYWYWBL&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGNPGZVX4PCTTF.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)",39999.0
https://www.flipkart.com/samsung-galaxy-s23-fe-purple-256-gb/p/itm8f6a49271bf21?pid=MOBGVTA2VGHCJFGG&lid=LSTMOBGVTA2VGHCJFGG1TC2LI&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGVTA2VGHCJFGG.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 FE (Purple, 256 GB)",34999.0
https://www.flipkart.com/samsung-galaxy-s23-fe-purple-128-gb/p/itm03da6b42ff68e?pid=MOBGVTA24G7GHE6M&lid=LSTMOBGVTA24G7GHE6MN4I8LB&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGVTA24G7GHE6M.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 FE (Purple, 128 GB)",31999.0
https://www.flipkart.com/samsung-galaxy-s23-5g-lavender-128-gb/p/itmd3e8445fc75c9?pid=MOBGNPGZFWUKKJGR&lid=LSTMOBGNPGZFWUKKJGRF0SBQA&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGNPGZFWUKKJGR.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)",39999.0
https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-128-gb/p/itm1a53e8f5191db?pid=MOBH2Y7HKCYDEHFZ&lid=LSTMOBH2Y7HKCYDEHFZZGRAHB&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBH2Y7HKCYDEHFZ.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB)",22999.0
https://www.flipkart.com/samsung-galaxy-a54-5g-awesome-violet-128-gb/p/itm4bbcb0b5e1b2d?pid=MOBGNE4SRZG7HKW4&lid=LSTMOBGNE4SRZG7HKW4DFYGZ7&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGNE4SRZG7HKW4.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy A54 5G (Awesome Violet, 128 GB)",35499.0
https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-256-gb/p/itm94360d23ec184?pid=MOBH2Z9ZNJKYDE4D&lid=LSTMOBH2Z9ZNJKYDE4DXMZIK4&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBH2Z9ZNJKYDE4D.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"SAMSUNG Galaxy M35 5G (DayBreak Blue, 256 GB)",20969.0
https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-olive-256-gb/p/itmb3a0b1e650a0e?pid=MOBGSXD7TZZTJQXE&lid=LSTMOBGSXD7TZZTJQXEIEIQ47&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=FkPickId_tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=Search&iid=f3bc2f65-7f78-425d-9501-514cea72c6cd.MOBGSXD7TZZTJQXE.SEARCH&ppt=sp&ppn=sp&ssid=3bvr75hykw0000001729314945585&qH=f696c2fbb0b173a0,"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 256 GB)",31999.0
https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-256-gb/p/itmdcb7e2baaaa91?pid=MOBGXTYZBAS4VM8K&lid=LSTMOBGXTYZBAS4VM8KYYUZ0I&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXTYZBAS4VM8K.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)",24999.0
https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-128-gb/p/itmf88eea5799a27?pid=MOBGXTYZEZSZQE7W&lid=LSTMOBGXTYZEZSZQE7WIBXLBI&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXTYZEZSZQE7W.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",22999.0
https://www.flipkart.com/motorola-edge-50-fusion-forest-green-256-gb/p/itm372843264e10a?pid=MOBHYVFV3RNAGXF6&lid=LSTMOBHYVFV3RNAGXF6A8TQA2&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBHYVFV3RNAGXF6.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Forest Green, 256 GB)",24999.0
https://www.flipkart.com/motorola-edge-50-fusion-forest-blue-256-gb/p/itme13bbe694468e?pid=MOBGXTYZZEW8GZE6&lid=LSTMOBGXTYZZEW8GZE6HFCXI9&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXTYZZEW8GZE6.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Forest Blue, 256 GB)",24999.0
https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-luxe-lavender-256-gb/p/itm3281f9ac32d1a?pid=MOBGXFXY2SBHGSVN&lid=LSTMOBGXFXY2SBHGSVNUNNNTJ&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXFXY2SBHGSVN.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",35999.0
https://www.flipkart.com/motorola-edge-50-fusion-hot-pink-256-gb/p/itm93d002e8a2eb1?pid=MOBGXTYZZBUPYFEC&lid=LSTMOBGXTYZZBUPYFECU3Q95H&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXTYZZBUPYFEC.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",24999.0
https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-caneel-bay-256-gb/p/itm1603f674e2178?pid=MOBH2YWHMKHAFHZF&lid=LSTMOBH2YWHMKHAFHZFUTQD0D&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBH2YWHMKHAFHZF.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Pro 5G with 125W Charger (Caneel Bay, 256 GB)",35999.0
https://www.flipkart.com/motorola-edge-50-fusion-forest-green-128-gb/p/itm44a2f982e2d64?pid=MOBHYVFVK9NTTND2&lid=LSTMOBHYVFVK9NTTND2PP8RIV&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBHYVFVK9NTTND2.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Forest Green, 128 GB)",22999.0
https://www.flipkart.com/motorola-edge-50-fusion-forest-blue-128-gb/p/itm32aa01db0debf?pid=MOBGXTYZMJK85GFG&lid=LSTMOBGXTYZMJK85GFGDBLBYG&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXTYZMJK85GFG.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Forest Blue, 128 GB)",22999.0
https://www.flipkart.com/motorola-edge-50-fusion-hot-pink-128-gb/p/itmfee7de3c2e095?pid=MOBGXTYZCQSXJPC2&lid=LSTMOBGXTYZCQSXJPC2WFIGOL&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXTYZCQSXJPC2.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Fusion (Hot Pink, 128 GB)",22999.0
https://www.flipkart.com/motorola-edge-50-neo-pantone-grisaille-256-gb/p/itm5b85defa76389?pid=MOBHFHDRVUDB3HFX&lid=LSTMOBHFHDRVUDB3HFXLMEVTW&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBHFHDRVUDB3HFX.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Neo (PANTONE Grisaille, 256 GB)",25999.0
https://www.flipkart.com/motorola-edge-50-koala-grey-256-gb/p/itm31f5f025267eb?pid=MOBH2Q5YDBQAZEZ5&lid=LSTMOBH2Q5YDBQAZEZ5NJN25F&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBH2Q5YDBQAZEZ5.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"MOTOROLA Edge 50 (Koala Grey, 256 GB)",27999.0
https://www.flipkart.com/motorola-edge-50-jungle-green-256-gb/p/itm740d86a7c55d1?pid=MOBH2Q5Y5EVAGS6M&lid=LSTMOBH2Q5Y5EVAGS6M3AMJYD&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBH2Q5Y5EVAGS6M.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"MOTOROLA Edge 50 (Jungle Green, 256 GB)",27999.0
https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-vanilla-cream-256-gb/p/itmcf93f5887df59?pid=MOBH2YWHUNBFDHPW&lid=LSTMOBH2YWHUNBFDHPWMRBJU3&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBH2YWHUNBFDHPW.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Pro 5G with 125W Charger (Vanilla Cream, 256 GB)",35999.0
https://www.flipkart.com/motorola-edge-50-neo-pantone-latte-256-gb/p/itm4cecc0a4796eb?pid=MOBHFHDRRCYFE7YJ&lid=LSTMOBHFHDRRCYFE7YJOXS042&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBHFHDRRCYFE7YJ.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Neo (PANTONE Latte, 256 GB)",25999.0
https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-moonlight-pearl-256-gb/p/itm58844545548bd?pid=MOBGXFXYK3GVSARU&lid=LSTMOBGXFXYK3GVSARULH9LJF&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXFXYK3GVSARU.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Pro 5G with 125W Charger (Moonlight Pearl, 256 GB)",35999.0
https://www.flipkart.com/motorola-edge-50-neo-pantone-nautical-blue-256-gb/p/itm94d3bb79258e9?pid=MOBHFHDRDDW9MKVG&lid=LSTMOBHFHDRDDW9MKVGZPCGUE&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBHFHDRDDW9MKVG.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",25999.0
https://www.flipkart.com/motorola-edge-50-neo-pantone-poinciana-256-gb/p/itm1b6c43661a1fc?pid=MOBHFHDRZJP6FHPZ&lid=LSTMOBHFHDRZJP6FHPZ0HNLSP&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBHFHDRZJP6FHPZ.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)",25999.0
https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-black-beauty-256-gb/p/itmf7f6e88ef68e8?pid=MOBGXFXYMH8CGDMM&lid=LSTMOBGXFXYMH8CGDMMTODP5W&marketplace=FLIPKART&q=mobile+phones+&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=Search&iid=32306ae9-82fa-45ae-b1cf-f2430ac430b2.MOBGXFXYMH8CGDMM.SEARCH&ppt=sp&ppn=sp&ssid=1xqzi1mpsw0000001729315003253&qH=f696c2fbb0b173a0,"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)",35999.0
